product_name,product_category,product_id,event_time
frosted sugar cookies st. patrick!,cookies cakes,P2814,2023-05-22T14:22:58.810Z
organic whole allspice,spices seasonings,P2815,2023-05-22T14:22:58.810Z
golden roasted turkey breast complete meals,frozen meals,P2816,2023-05-22T14:22:58.810Z
stage 1 first apples,baby food formula,P2817,2023-05-22T14:22:58.810Z
decaffeinated dark italian roast ground coffee,coffee,P2818,2023-05-22T14:22:58.810Z
41% cacao caramel with sea salt milk chocolate,candy chocolate,P2819,2023-05-22T14:22:58.810Z
rosemary parmesan crackers,crackers,P2820,2023-05-22T14:22:58.810Z
bathroom cleaner natural tub + tile cleaner,cleaning products,P2821,2023-05-22T14:22:58.810Z
roasted ground cumin,spices seasonings,P2822,2023-05-22T14:22:58.810Z
baker's pure cane ultrafine sugar,baking ingredients,P2823,2023-05-22T14:22:58.810Z
organic kids berry pink lemonade,juice nectars,P2824,2023-05-22T14:22:58.810Z
giant chile picante  v,chips pretzels,P2825,2023-05-22T14:22:58.810Z
cup a soup chicken noodle instant soup,soup broth bouillon,P2826,2023-05-22T14:22:58.810Z
sweet cinnamon spice herbal tea,tea,P2827,2023-05-22T14:22:58.810Z
plain non-fat greek yogurt,yogurt,P2828,2023-05-22T14:22:58.810Z
iced coffee premium coffee beverage,coffee,P2829,2023-05-22T14:22:58.810Z
mini pretzels canister,chips pretzels,P2830,2023-05-22T14:22:58.810Z
butterfinger peanut butter cups,candy chocolate,P2831,2023-05-22T14:22:58.810Z
night time tea,tea,P2832,2023-05-22T14:22:58.810Z
english toffee chocolate candies,candy chocolate,P2833,2023-05-22T14:22:58.810Z
sweet potato & sea salt brown rice & wheat crackers,crackers,P2834,2023-05-22T14:22:58.810Z
organic vegetable lentil & roasted red pepper soup,soup broth bouillon,P2835,2023-05-22T14:22:58.810Z
light vegetable & noodle soup,soup broth bouillon,P2836,2023-05-22T14:22:58.810Z
mr. cheese o's snacks,chips pretzels,P2837,2023-05-22T14:22:58.810Z
organic summer corn & vegetable soup,soup broth bouillon,P2838,2023-05-22T14:22:58.810Z
kettle cooked 40% less fat jalapeno cheddar potato chips,chips pretzels,P2839,2023-05-22T14:22:58.810Z
eater's digest organic peppermint tea bags,tea,P2840,2023-05-22T14:22:58.810Z
"baby food pouch - butternut squash, carrot & chickpea",baby food formula,P2841,2023-05-22T14:22:58.810Z
2% milk reduced fat colby jack cheese,packaged cheese,P2842,2023-05-22T14:22:58.810Z
fruit on the bottom greek blueberry nonfat yogurt,yogurt,P2843,2023-05-22T14:22:58.810Z
plusshot blueberry acai probiotic juice drink,refrigerated,P2844,2023-05-22T14:22:58.810Z
ground ginger,spices seasonings,P2845,2023-05-22T14:22:58.810Z
"100% juice, pear nectar",juice nectars,P2846,2023-05-22T14:22:58.810Z
organic weightless cranberry herbal tea,tea,P2847,2023-05-22T14:22:58.810Z
english tea ginger lemon cremes cookies,cookies cakes,P2848,2023-05-22T14:22:58.810Z
gel grip paddle brush,hair care,P2849,2023-05-22T14:22:58.810Z
organic sea salted caramel,ice cream ice,P2850,2023-05-22T14:22:58.810Z
green mandarin orange pyramid tea bags,tea,P2851,2023-05-22T14:22:58.810Z
fresh goat cheese single serve - 5 ct,packaged cheese,P2852,2023-05-22T14:22:58.810Z
unsalted slivered california almonds,baking ingredients,P2853,2023-05-22T14:22:58.810Z
chicken bouillon cubes,soup broth bouillon,P2854,2023-05-22T14:22:58.810Z
rich and hearty steak and vegetables,soup broth bouillon,P2855,2023-05-22T14:22:58.810Z
white chocolate candy bar,candy chocolate,P2856,2023-05-22T14:22:58.810Z
dry shampoo,hair care,P2857,2023-05-22T14:22:58.810Z
shredded mexican four cheese blend,packaged cheese,P2858,2023-05-22T14:22:58.810Z
"hard candies, sugar free, caramel apple",candy chocolate,P2859,2023-05-22T14:22:58.810Z
dark chocolate sea salt cashews,candy chocolate,P2860,2023-05-22T14:22:58.810Z
ultimate omega liquid,vitamins supplements,P2861,2023-05-22T14:22:58.810Z
wetjet with mr. clean magic eraser extra power pad refill,cleaning products,P2862,2023-05-22T14:22:58.810Z
neufchatel cheese,packaged cheese,P2863,2023-05-22T14:22:58.810Z
milk chocolate raisinets,candy chocolate,P2864,2023-05-22T14:22:58.810Z
hot mexican-style chili powder,spices seasonings,P2865,2023-05-22T14:22:58.810Z
"orange juice, california",juice nectars,P2866,2023-05-22T14:22:58.810Z
blue crumbled cheese,packaged cheese,P2867,2023-05-22T14:22:58.810Z
pear juice from concentrate,baby food formula,P2868,2023-05-22T14:22:58.810Z
halloween mix bag,candy chocolate,P2869,2023-05-22T14:22:58.810Z
chunky blend vegetable beef pilaf baby food,baby food formula,P2870,2023-05-22T14:22:58.810Z
radiant shine shampoo,hair care,P2871,2023-05-22T14:22:58.810Z
caramel walnut brownie,energy granola bars,P2872,2023-05-22T14:22:58.810Z
mighty bar beef with cranberry & sunflower seed protein bar,energy granola bars,P2873,2023-05-22T14:22:58.810Z
honeysuckle nectarine probiotic tea tonic,refrigerated,P2874,2023-05-22T14:22:58.810Z
fudge iced golden cake,cookies cakes,P2875,2023-05-22T14:22:58.810Z
organic herbal mint tea bags,tea,P2876,2023-05-22T14:22:58.810Z
cream of chicken and mushroom condensed soup,soup broth bouillon,P2877,2023-05-22T14:22:58.810Z
lindor milk chocolate truffles pieces,candy chocolate,P2878,2023-05-22T14:22:58.810Z
"juice blend, organic vegetable, beets",refrigerated,P2879,2023-05-22T14:22:58.810Z
og sesame tamari rice cake organic rice cakes,crackers,P2880,2023-05-22T14:22:58.810Z
baby & me tablets,vitamins supplements,P2881,2023-05-22T14:22:58.810Z
snack size milk chocolate bars,candy chocolate,P2882,2023-05-22T14:22:58.810Z
nonfat icelandic style strawberry yogurt,yogurt,P2883,2023-05-22T14:22:58.810Z
sheep milk yogurt vanilla,yogurt,P2884,2023-05-22T14:22:58.810Z
ginger green tea  powder,tea,P2885,2023-05-22T14:22:58.810Z
oolong tea classic,tea,P2886,2023-05-22T14:22:58.810Z
organic einkorn checkerboard cookies,cookies cakes,P2887,2023-05-22T14:22:58.810Z
italian blend fancy shredded cheese,packaged cheese,P2888,2023-05-22T14:22:58.810Z
cold brew coffee island latte,coffee,P2889,2023-05-22T14:22:58.810Z
organic bagged mini milk peanut butter,candy chocolate,P2890,2023-05-22T14:22:58.810Z
"1,000 mg vitamin c effervescent powder drink cranberry each pak single",juice nectars,P2891,2023-05-22T14:22:58.810Z
indian samosa organic wrap,coffee,P2892,2023-05-22T14:22:58.810Z
vegan peanut butter smores,candy chocolate,P2893,2023-05-22T14:22:58.810Z
crackers almond flour rosemary sea salt,crackers,P2894,2023-05-22T14:22:58.810Z
"a golden crust surrounding pieces of all white meat chicken, peas, carrots, celery and onions, in a gravy made with real cream white meat chicken pot pie",frozen meals,P2895,2023-05-22T14:22:58.810Z
shredded coconut unsweetened,baking ingredients,P2896,2023-05-22T14:22:58.810Z
outshine tangerine fruit bars,ice cream ice,P2897,2023-05-22T14:22:58.810Z
yellow iced cookies,cookies cakes,P2898,2023-05-22T14:22:58.810Z
pieces candy,candy chocolate,P2899,2023-05-22T14:22:58.810Z
100% juice no sugar added pure pineapple,juice nectars,P2900,2023-05-22T14:22:58.810Z
feta cheese,packaged cheese,P2901,2023-05-22T14:22:58.810Z
lemon clean furniture spray,cleaning products,P2902,2023-05-22T14:22:58.810Z
creamy peanut butter high protein bars,energy granola bars,P2903,2023-05-22T14:22:58.810Z
way better snacks simply so sweet chili tortilla chips,chips pretzels,P2904,2023-05-22T14:22:58.811Z
34% cacao milk chocolate bar,candy chocolate,P2905,2023-05-22T14:22:58.811Z
"just spinach, zucchini & peas stage 2 baby food",baby food formula,P2906,2023-05-22T14:22:58.811Z
powdered sugar,baking ingredients,P2907,2023-05-22T14:22:58.811Z
loaded potato skins stuffed with cheddar cheese & bacon,frozen meals,P2908,2023-05-22T14:22:58.811Z
8.1 oz. wheat thin toasted chips roasted garlic,crackers,P2909,2023-05-22T14:22:58.811Z
vitamin d3 2000 iu vegetable capsules,vitamins supplements,P2910,2023-05-22T14:22:58.811Z
simply steamers meatball marinara,frozen meals,P2911,2023-05-22T14:22:58.811Z
advanced probiotic 10 dietary supplement capsules,vitamins supplements,P2912,2023-05-22T14:22:58.811Z
l lysine 1000 mg,vitamins supplements,P2913,2023-05-22T14:22:58.811Z
newman-o's peanut butter creme filled chocolate cookies,cookies cakes,P2914,2023-05-22T14:22:58.811Z
salted almond chocolate bar,candy chocolate,P2915,2023-05-22T14:22:58.811Z
soft baked cookies chocolate chip,cookies cakes,P2916,2023-05-22T14:22:58.811Z
organic master brew kombucha dragonfruit lemongrass,tea,P2917,2023-05-22T14:22:58.811Z
old fashioned rods pretzels,chips pretzels,P2918,2023-05-22T14:22:58.811Z
organic acai berry sorbet,ice cream ice,P2919,2023-05-22T14:22:58.811Z
tres mousse extra hold mousse,hair care,P2920,2023-05-22T14:22:58.811Z
"coffee, ground, medium, kona blend",coffee,P2921,2023-05-22T14:22:58.811Z
petit ecolier extra dark chocolate european biscuits,cookies cakes,P2922,2023-05-22T14:22:58.811Z
espresso instant coffee,coffee,P2923,2023-05-22T14:22:58.811Z
vitamin d gummies,vitamins supplements,P2924,2023-05-22T14:22:58.811Z
strawberry/banana/grape/sour apple candy,candy chocolate,P2925,2023-05-22T14:22:58.811Z
caffeine free peach detox tea,tea,P2926,2023-05-22T14:22:58.811Z
simply nutritious vitajuice,juice nectars,P2927,2023-05-22T14:22:58.811Z
low moisture part skim mozzarella shredded cheese,packaged cheese,P2928,2023-05-22T14:22:58.811Z
cheese tortellini,frozen meals,P2929,2023-05-22T14:22:58.811Z
vitamin d-3 liquid,vitamins supplements,P2930,2023-05-22T14:22:58.811Z
"gelato dessert, ciaculli tangerine",ice cream ice,P2931,2023-05-22T14:22:58.811Z
lemon lift black tea,tea,P2932,2023-05-22T14:22:58.811Z
magnesium caps with silica 300 mg vegetarian capsules,vitamins supplements,P2933,2023-05-22T14:22:58.811Z
natural swiss cheese slices,packaged cheese,P2934,2023-05-22T14:22:58.811Z
crab bisque new england style,soup broth bouillon,P2935,2023-05-22T14:22:58.811Z
"tortilla chips, clasico, bacon habanero",chips pretzels,P2936,2023-05-22T14:22:58.811Z
original black box tablewater cracker,crackers,P2937,2023-05-22T14:22:58.811Z
dishwasher rinse aid,cleaning products,P2938,2023-05-22T14:22:58.811Z
slow churned light coffee ice cream,ice cream ice,P2939,2023-05-22T14:22:58.811Z
italian four cheese baked snack crackers,crackers,P2940,2023-05-22T14:22:58.811Z
strawberry rhubarb yogurt,yogurt,P2941,2023-05-22T14:22:58.811Z
kids gourmet superfood snack awesome fruit & yogurt filled pouches,baby food formula,P2942,2023-05-22T14:22:58.811Z
salt n' pepper bean and rice chips,chips pretzels,P2943,2023-05-22T14:22:58.811Z
oat bran mini pretzels,chips pretzels,P2944,2023-05-22T14:22:58.811Z
classic cookie collection,cookies cakes,P2945,2023-05-22T14:22:58.811Z
organic raw kombucha case,refrigerated,P2946,2023-05-22T14:22:58.811Z
breakfast blend medium keurig brewed k-cups ground coffee,coffee,P2947,2023-05-22T14:22:58.811Z
fun flavors spumoni ice cream,ice cream ice,P2948,2023-05-22T14:22:58.811Z
fish oil adult gummies,vitamins supplements,P2949,2023-05-22T14:22:58.811Z
brown rice & wheat sour cream & chives crackers thin crisps,crackers,P2950,2023-05-22T14:22:58.811Z
scoops,chips pretzels,P2951,2023-05-22T14:22:58.811Z
juice squeeze,juice nectars,P2952,2023-05-22T14:22:58.811Z
chopped macadamias,baking ingredients,P2953,2023-05-22T14:22:58.811Z
organic jalapeno crackers,crackers,P2954,2023-05-22T14:22:58.811Z
organic chestnut crispbread,crackers,P2955,2023-05-22T14:22:58.811Z
organic chicken with lemongrass bone broth,soup broth bouillon,P2956,2023-05-22T14:22:58.811Z
ground pepper cayenne,spices seasonings,P2957,2023-05-22T14:22:58.811Z
wellness herbal resistance liquid (alcohol free),vitamins supplements,P2958,2023-05-22T14:22:58.811Z
organic sparkling cucumber lemon coconut water,juice nectars,P2959,2023-05-22T14:22:58.811Z
fiesta size triangles restaurant style tortilla chips,chips pretzels,P2960,2023-05-22T14:22:58.811Z
sweet potato tortilla chips,chips pretzels,P2961,2023-05-22T14:22:58.811Z
magnesium calcium+ tablets,vitamins supplements,P2962,2023-05-22T14:22:58.811Z
ocean charge men's 2-in-1 shampoo + conditioner,hair care,P2963,2023-05-22T14:22:58.811Z
very volumizing pomegranate  shampoo,hair care,P2964,2023-05-22T14:22:58.811Z
squash & sweet peas stage 2,baby food formula,P2965,2023-05-22T14:22:58.811Z
unprocessed american singles colby-style cheese,packaged cheese,P2966,2023-05-22T14:22:58.811Z
hello hydration moisturizing shampoo with coconut essenses,hair care,P2967,2023-05-22T14:22:58.811Z
raspberry flavor extract,baking ingredients,P2968,2023-05-22T14:22:58.811Z
banana vanilla freeze dried yogurt & fruit snacks,baby food formula,P2969,2023-05-22T14:22:58.811Z
potato chips sour cream & onion flavored party size!,chips pretzels,P2970,2023-05-22T14:22:58.811Z
family pack bean & cheese burritos,frozen meals,P2971,2023-05-22T14:22:58.811Z
organic royal dark 88% chocolate bar,candy chocolate,P2972,2023-05-22T14:22:58.811Z
"kale, apple, ginger, romaine, spinach, cucumber, celery, parsley, lemon cold pressed juice beverage",refrigerated,P2973,2023-05-22T14:22:58.811Z
raw irish moss,baking ingredients,P2974,2023-05-22T14:22:58.811Z
organic country style barbeque potato chips,chips pretzels,P2975,2023-05-22T14:22:58.811Z
sugar candy,candy chocolate,P2976,2023-05-22T14:22:58.811Z
organic mint green tea bags,tea,P2977,2023-05-22T14:22:58.811Z
meat loaf 30% less sodium seasoning mix,spices seasonings,P2978,2023-05-22T14:22:58.811Z
lacuna dark roast ground coffee,coffee,P2979,2023-05-22T14:22:58.811Z
"kale, tuscan herbs and potatoes",chips pretzels,P2980,2023-05-22T14:22:58.811Z
complete omega 3 6 9,vitamins supplements,P2981,2023-05-22T14:22:58.811Z
chicken mesquite delicious mexican flavors,frozen meals,P2982,2023-05-22T14:22:58.811Z
old-fashioned vanilla ice cream,ice cream ice,P2983,2023-05-22T14:22:58.811Z
dark roast coffee,refrigerated,P2984,2023-05-22T14:22:58.811Z
organic greens & pineapple juice blend,refrigerated,P2985,2023-05-22T14:22:58.811Z
assorted nuggets,candy chocolate,P2986,2023-05-22T14:22:58.811Z
organic letter of the day very vanilla cookies,cookies cakes,P2987,2023-05-22T14:22:58.811Z
cheese natural extra sharp cheddar,packaged cheese,P2988,2023-05-22T14:22:58.811Z
"coffee, organic, instant",coffee,P2989,2023-05-22T14:22:58.811Z
"coenzyme b-complex capsules, bottle",vitamins supplements,P2990,2023-05-22T14:22:58.811Z
alive! multi-vitamin adult gummies orchard fruits-garden veggies - 90 ct,vitamins supplements,P2991,2023-05-22T14:22:58.811Z
sweet & salty nut granola bars,energy granola bars,P2992,2023-05-22T14:22:58.811Z
vanilla milk chocolate almond ice cream bars,ice cream ice,P2993,2023-05-22T14:22:58.811Z
whole milk cherry organic yogurt,yogurt,P2994,2023-05-22T14:22:58.811Z
iced tea decaffeinated tea bags,tea,P2995,2023-05-22T14:22:58.811Z
stainless steel cleaner streak free,cleaning products,P2996,2023-05-22T14:22:58.811Z
organic vanilla ice cream,ice cream ice,P2997,2023-05-22T14:22:58.811Z
fudge & mint grasshopper cookies,cookies cakes,P2998,2023-05-22T14:22:58.811Z
foaming bleach bathroom cleaner,cleaning products,P2999,2023-05-22T14:22:58.811Z
organic sun-ripened tomato & basil bisque,soup broth bouillon,P3000,2023-05-22T14:22:58.811Z
organic pure 85% dark chocolate bar,candy chocolate,P3001,2023-05-22T14:22:58.811Z
homemade vanilla ice cream,ice cream ice,P3002,2023-05-22T14:22:58.811Z
pina colada yogurt smoothie,yogurt,P3003,2023-05-22T14:22:58.811Z
semi-sweet chocolate premium baking chips,baking ingredients,P3004,2023-05-22T14:22:58.811Z
simply salt rice snacks,crackers,P3005,2023-05-22T14:22:58.811Z
coconut macaroon greek 100 whips,yogurt,P3006,2023-05-22T14:22:58.811Z
dishwand brush,cleaning products,P3007,2023-05-22T14:22:58.811Z
all purpose eraser,cleaning products,P3008,2023-05-22T14:22:58.811Z
organic lowfat cultured milk blackberry kefir,yogurt,P3009,2023-05-22T14:22:58.811Z
organic honey graham zbar kids energy bar,energy granola bars,P3010,2023-05-22T14:22:58.811Z
bay leaf,spices seasonings,P3011,2023-05-22T14:22:58.811Z
hot! jalapeno potato chips,chips pretzels,P3012,2023-05-22T14:22:58.811Z
honey blended whole milk greek yogurt,yogurt,P3013,2023-05-22T14:22:58.811Z
woman's raspberry leaf tea bags,tea,P3014,2023-05-22T14:22:58.811Z
chocolate roasted peanut with caramel protein bar,energy granola bars,P3015,2023-05-22T14:22:58.811Z
gray salt dark chocolate caramels,candy chocolate,P3016,2023-05-22T14:22:58.811Z
organic reishi mushroom combinations capsules,vitamins supplements,P3017,2023-05-22T14:22:58.811Z
low sodium tomato juice,juice nectars,P3018,2023-05-22T14:22:58.811Z
giant vanilla fudge ice cream cones,ice cream ice,P3019,2023-05-22T14:22:58.811Z
cheddar & sour cream potato chips,chips pretzels,P3020,2023-05-22T14:22:58.811Z
healthy request minestrone condensed soup,soup broth bouillon,P3021,2023-05-22T14:22:58.811Z
dairy free coconut milk blueberry yogurt alternative,yogurt,P3022,2023-05-22T14:22:58.811Z
mesquite bar-b-que potato chips,chips pretzels,P3023,2023-05-22T14:22:58.811Z
with a splash of mango coconut water,juice nectars,P3024,2023-05-22T14:22:58.811Z
ravioli with spinach & ricotta,frozen meals,P3025,2023-05-22T14:22:58.811Z
organic rooibos herbal tea,tea,P3026,2023-05-22T14:22:58.811Z
truffle popcorn,chips pretzels,P3027,2023-05-22T14:22:58.811Z
comfort roasted turkey breast dinner,frozen meals,P3028,2023-05-22T14:22:58.811Z
dipps chocolatey covered chocolate chip granola bars,energy granola bars,P3029,2023-05-22T14:22:58.811Z
kinnikritters gluten free animal cookies,cookies cakes,P3030,2023-05-22T14:22:58.811Z
synergy organic & raw cosmic cranberry,refrigerated,P3031,2023-05-22T14:22:58.811Z
mango tangerine sorbet,ice cream ice,P3032,2023-05-22T14:22:58.811Z
lower sodium split pea vegan soup,soup broth bouillon,P3033,2023-05-22T14:22:58.811Z
veggie fajita and guacamole burrito,frozen meals,P3034,2023-05-22T14:22:58.811Z
"digestive wheat biscuits, milk chocolate flavor",cookies cakes,P3035,2023-05-22T14:22:58.811Z
"olive oil canyon cut, sea salt & cracked pepper potato chips",chips pretzels,P3036,2023-05-22T14:22:58.811Z
bathroom cleaner with lemon scent,cleaning products,P3037,2023-05-22T14:22:58.811Z
pears stage 1 organic baby food,baby food formula,P3038,2023-05-22T14:22:58.811Z
iron + herbs liquid extract formula,vitamins supplements,P3039,2023-05-22T14:22:58.811Z
"organic candy drops, assorted",candy chocolate,P3040,2023-05-22T14:22:58.811Z
after dinner herbal tea,tea,P3041,2023-05-22T14:22:58.811Z
